,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
19569,15.0,0.0,5.5,49.0,8.3,1008.6,1.0,15.4,0.007,0.4,0.051,0.027,73.0,47.0
19570,16.0,0.0,7.0,43.0,7.8,1008.3,1.0,21.7,0.006,0.4,0.058,0.022,72.0,39.0
19571,17.5,0.0,5.8,39.0,7.7,1008.0,1.0,28.8,0.005,0.4,0.056,0.023,66.0,44.0
19572,17.5,0.0,6.8,43.0,8.5,1007.2,1.0,30.0,0.005,0.3,0.063,0.014,73.0,45.0
19573,18.2,0.0,7.6,32.0,6.7,1006.2,1.0,33.6,0.004,0.3,0.065,0.012,63.0,40.0
19574,17.5,0.0,9.7,34.0,6.8,1005.4,1.0,32.7,0.004,0.3,0.066,0.014,53.0,27.0
19575,17.2,0.0,9.0,43.0,8.4,1004.5,1.0,30.1,0.004,0.3,0.068,0.013,59.0,36.0
19576,17.2,0.0,9.0,35.0,6.8,1004.0,1.0,25.1,0.004,0.3,0.07,0.014,46.0,32.0
19577,15.7,0.0,10.9,51.0,9.0,1003.5,1.0,17.6,0.004,0.4,0.072,0.014,57.0,43.0
19578,15.2,0.0,10.1,52.0,8.9,1003.3,0.7,15.2,0.004,0.4,0.07,0.015,56.0,36.0
19579,14.9,0.0,9.5,49.0,8.2,1003.2,0.0,13.7,0.004,0.4,0.067,0.016,62.0,41.0
19580,14.5,0.0,8.9,51.0,8.4,1003.4,0.0,12.9,0.004,0.4,0.064,0.016,58.0,39.0
19581,14.1,0.0,7.5,55.0,8.8,1003.7,0.0,12.3,0.004,0.3,0.059,0.017,56.0,40.0
19582,14.0,0.0,6.8,56.0,8.9,1003.6,0.0,11.6,0.004,0.3,0.055,0.016,47.0,29.0
19583,13.9,0.0,6.6,50.0,7.9,1003.6,0.0,11.0,0.006,0.3,0.041,0.03,47.0,29.0
19584,13.6,0.0,6.9,56.0,8.7,1003.1,0.0,11.5,0.005,0.3,0.053,0.015,45.0,35.0
19585,13.5,0.0,7.3,61.0,9.4,1002.8,0.0,11.6,0.007,0.3,0.038,0.029,42.0,28.0
19586,13.5,0.0,0.8,55.0,8.5,1003.4,0.0,11.1,0.008,0.3,0.036,0.028,45.0,27.0
19587,13.0,0.0,1.1,53.0,7.9,1003.7,0.0,10.6,0.005,0.4,0.043,0.017,43.0,32.0
19588,12.3,0.0,1.9,75.0,10.6,1004.1,0.0,10.7,0.005,0.3,0.038,0.021,41.0,31.0
19589,11.6,0.0,2.1,78.0,10.6,1003.7,0.0,10.0,0.005,0.4,0.031,0.025,59.0,36.0
19590,11.3,0.0,2.2,79.0,10.5,1003.8,0.0,9.9,0.005,0.4,0.023,0.032,66.0,37.0
19591,11.4,0.0,1.5,77.0,10.4,1004.3,0.0,10.4,0.006,0.4,0.026,0.03,65.0,38.0
19592,12.6,0.0,2.6,72.0,10.4,1004.9,0.2,12.4,0.007,0.4,0.029,0.028,70.0,45.0
19593,14.5,0.0,1.4,63.0,10.4,1005.2,1.0,16.6,0.006,0.4,0.034,0.025,76.0,49.0
19594,14.5,0.0,3.4,65.0,10.6,1005.3,0.5,20.3,0.005,0.4,0.035,0.026,72.0,46.0
19595,14.5,0.0,3.3,67.0,11.0,1005.5,0.9,21.9,0.005,0.3,0.042,0.021,61.0,44.0
19596,15.5,0.0,4.4,60.0,10.5,1005.2,1.0,31.5,0.005,0.3,0.047,0.017,53.0,35.0
19597,15.3,0.0,3.8,61.0,10.6,1005.0,1.0,29.7,0.004,0.3,0.048,0.014,51.0,35.0
19598,14.2,0.0,3.9,66.0,10.6,1004.9,0.8,26.8,0.004,0.3,0.045,0.016,55.0,25.0
19599,14.4,0.0,4.1,63.0,10.3,1004.7,0.9,27.7,0.004,0.3,0.044,0.017,59.0,27.0
19600,14.0,0.0,3.7,66.0,10.5,1004.6,0.8,24.6,0.004,0.3,0.042,0.018,61.0,29.0
19601,13.1,0.0,3.1,67.0,10.1,1004.7,0.3,18.6,0.004,0.3,0.041,0.018,59.0,32.0
19602,12.3,0.0,2.1,70.0,9.9,1005.0,0.0,15.8,0.005,0.3,0.028,0.031,51.0,27.0
19603,11.7,0.0,2.2,72.0,9.9,1005.8,0.0,14.0,0.005,0.3,0.028,0.03,55.0,27.0
19604,11.3,0.0,2.0,74.0,9.9,1006.1,0.0,12.3,0.005,0.3,0.033,0.022,58.0,29.0
19605,11.0,0.0,2.2,75.0,9.8,1006.1,0.0,11.3,0.004,0.3,0.038,0.017,46.0,21.0
19606,10.9,0.0,1.1,75.0,9.7,1006.4,0.0,11.0,0.005,0.3,0.037,0.018,47.0,28.0
19607,10.9,0.0,1.7,75.0,9.7,1006.0,0.0,10.2,0.005,0.3,0.033,0.021,43.0,23.0
19608,10.7,0.0,0.0,76.0,9.7,1006.0,0.0,9.9,0.004,0.3,0.033,0.02,45.0,23.0
19609,10.9,0.0,0.9,76.0,9.9,1005.7,0.0,10.7,0.004,0.3,0.027,0.025,50.0,27.0
19610,11.1,0.0,0.7,75.0,9.9,1005.4,0.0,10.2,0.004,0.3,0.021,0.028,52.0,32.0
19611,11.3,0.0,0.6,75.0,10.0,1004.9,0.0,10.5,0.004,0.3,0.017,0.028,60.0,35.0
19612,11.2,0.0,0.0,76.0,10.1,1004.4,0.0,10.1,0.003,0.4,0.014,0.032,69.0,38.0
19613,11.1,0.0,1.1,77.0,10.2,1004.4,0.0,9.2,0.004,0.4,0.005,0.041,59.0,39.0
19614,11.0,0.0,1.0,77.0,10.1,1004.7,0.0,10.0,0.004,0.5,0.004,0.051,65.0,39.0
19615,11.1,0.0,0.7,78.0,10.3,1004.7,0.0,10.0,0.005,0.5,0.007,0.055,74.0,43.0
19616,12.6,0.0,0.5,73.0,10.6,1005.0,0.3,12.5,0.007,0.5,0.007,0.058,68.0,44.0
19617,14.6,0.0,2.4,65.0,10.7,1005.8,0.8,17.5,0.006,0.4,0.02,0.041,101.0,56.0
19618,15.4,0.0,3.2,66.0,11.5,1006.2,0.9,20.8,0.005,0.5,0.046,0.02,70.0,40.0
19619,16.3,0.0,3.6,60.0,11.1,1005.6,0.8,26.0,0.005,0.3,0.052,0.017,76.0,40.0
19620,16.6,0.0,3.6,61.0,11.5,1004.9,1.0,29.1,0.004,0.3,0.054,0.015,63.0,38.0
19621,16.5,0.0,5.2,65.0,12.1,1004.7,1.0,33.0,0.004,0.3,0.053,0.017,57.0,41.0
19622,16.5,0.0,6.5,71.0,13.3,1004.0,1.0,33.8,0.004,0.3,0.055,0.016,56.0,37.0
19623,16.3,0.0,7.2,66.0,12.2,1003.7,1.0,31.7,0.004,0.3,0.056,0.013,59.0,32.0
19624,16.2,0.0,6.4,68.0,12.4,1003.5,1.0,26.0,0.004,0.3,0.053,0.017,52.0,33.0
19625,15.4,0.0,6.3,73.0,12.7,1003.5,0.9,19.3,0.004,0.3,0.05,0.019,51.0,29.0
19626,14.8,0.0,5.5,77.0,12.9,1003.9,0.5,16.5,0.004,0.3,0.05,0.018,50.0,29.0
19627,14.4,0.0,4.7,82.0,13.4,1004.0,0.0,14.2,0.004,0.3,0.05,0.019,46.0,32.0
19628,14.1,0.0,1.8,80.0,12.8,1004.4,0.0,13.3,0.004,0.4,0.048,0.021,49.0,40.0
19629,13.5,0.0,2.0,83.0,12.8,1004.9,0.0,12.4,0.005,0.4,0.043,0.024,52.0,39.0
19630,13.4,0.0,1.3,80.0,12.3,1004.9,0.0,11.5,0.005,0.4,0.034,0.028,61.0,51.0
19631,13.1,0.0,2.1,80.0,12.0,1004.6,0.0,11.6,0.005,0.3,0.031,0.029,59.0,49.0
19632,12.7,0.0,2.3,83.0,12.1,1004.7,0.0,12.1,0.006,0.3,0.043,0.015,63.0,47.0
19633,12.7,0.0,2.2,82.0,11.9,1003.9,0.0,12.4,0.005,0.3,0.047,0.011,54.0,41.0
19634,12.3,0.0,2.7,80.0,11.4,1003.3,0.0,12.0,0.005,0.3,0.046,0.012,55.0,36.0
19635,12.1,0.0,2.0,80.0,11.2,1002.3,0.0,11.8,0.005,0.3,0.046,0.011,51.0,30.0
19636,11.9,0.0,1.2,79.0,10.9,1001.8,0.0,11.5,0.005,0.3,0.04,0.015,47.0,26.0
19637,11.9,0.0,1.0,79.0,10.9,1002.3,0.0,11.6,0.005,0.3,0.027,0.023,39.0,26.0
19638,11.8,0.3,1.8,83.0,11.4,1003.3,0.0,11.4,0.004,0.4,0.023,0.026,61.0,41.0
19639,10.6,0.0,1.6,85.0,10.8,1003.7,0.0,10.8,0.003,0.3,0.028,0.025,59.0,49.0
19640,10.7,0.0,3.5,80.0,10.2,1002.6,0.0,10.9,0.003,0.4,0.022,0.031,47.0,41.0
19641,11.3,0.8,3.1,75.0,10.0,1003.8,0.1,13.6,0.003,0.3,0.032,0.022,52.0,48.0
19642,11.9,0.0,3.7,65.0,9.0,1003.7,0.8,16.9,0.003,0.3,0.041,0.018,54.0,35.0
19643,13.2,0.0,3.6,61.0,9.2,1003.1,1.0,23.4,0.003,0.3,0.045,0.015,41.0,28.0
19644,15.0,0.0,2.9,53.0,9.0,1003.1,1.0,29.2,0.004,0.3,0.044,0.019,41.0,30.0
19645,15.8,0.0,4.9,52.0,9.3,1002.2,1.0,32.3,0.003,0.3,0.051,0.014,46.0,33.0
19646,15.1,0.0,6.6,54.0,9.2,1001.3,1.0,30.7,0.004,0.4,0.054,0.016,44.0,30.0
19647,14.3,0.0,6.4,61.0,9.9,1000.9,1.0,27.8,0.004,0.4,0.056,0.014,43.0,30.0
19648,15.0,0.0,4.6,55.0,9.3,1000.6,1.0,23.8,0.004,0.3,0.054,0.012,42.0,27.0
19649,14.1,0.0,6.6,62.0,9.9,1000.1,1.0,17.0,0.003,0.3,0.054,0.011,42.0,25.0
19650,14.4,0.0,5.5,51.0,8.3,1000.2,1.0,14.5,0.003,0.3,0.051,0.011,46.0,27.0
19651,13.6,0.0,7.5,30.0,4.7,1001.0,0.2,12.2,0.003,0.2,0.051,0.011,68.0,27.0
19652,11.4,0.0,4.5,39.0,5.3,1001.8,0.0,10.4,0.003,0.2,0.046,0.011,95.0,34.0
19653,8.3,0.0,4.1,46.0,5.0,1004.0,0.0,8.9,0.003,0.2,0.042,0.01,69.0,32.0
19654,7.1,0.0,4.8,38.0,3.8,1004.7,0.0,7.2,0.003,0.2,0.041,0.009,39.0,20.0
19655,6.5,0.0,6.7,43.0,4.2,1005.3,0.0,6.4,0.002,0.2,0.041,0.008,35.0,18.0
19656,5.6,0.0,7.1,45.0,4.1,1005.9,0.0,6.1,0.002,0.3,0.042,0.008,31.0,17.0
19657,5.4,0.0,7.6,46.0,4.1,1006.1,0.0,5.6,0.002,0.3,0.042,0.008,30.0,28.0
19658,4.9,0.0,8.3,51.0,4.4,1006.1,0.0,4.6,0.002,0.3,0.043,0.006,50.0,32.0
19659,4.7,0.0,7.3,51.0,4.4,1006.9,0.0,4.5,0.003,0.3,0.044,0.006,57.0,37.0
19660,4.7,0.0,5.1,52.0,4.4,1007.6,0.0,5.3,0.003,0.3,0.042,0.008,48.0,29.0
19661,4.5,0.0,6.4,54.0,4.5,1008.1,0.0,4.4,0.003,0.4,0.04,0.01,42.0,28.0
19662,4.4,0.0,5.6,56.0,4.7,1008.2,0.0,3.8,0.003,0.4,0.04,0.01,35.0,26.0
19663,4.8,0.0,7.2,55.0,4.8,1008.8,0.0,4.6,0.003,0.4,0.038,0.011,35.0,26.0
19664,5.4,0.0,6.8,55.0,4.9,1008.8,0.9,6.6,0.003,0.4,0.038,0.012,27.0,23.0
19665,6.4,0.0,5.4,50.0,4.8,1008.8,1.0,10.6,0.003,0.3,0.041,0.01,40.0,28.0
19666,7.8,0.0,5.4,43.0,4.5,1009.3,1.0,18.6,0.003,0.3,0.044,0.01,38.0,27.0
19667,9.6,0.0,3.3,36.0,4.3,1009.7,1.0,27.1,0.003,0.3,0.044,0.011,40.0,32.0
19668,10.8,0.0,3.6,33.0,4.3,1009.2,1.0,32.0,0.003,0.2,0.046,0.009,45.0,26.0
19669,12.1,0.0,4.0,25.0,3.5,1008.9,1.0,35.2,0.003,0.2,0.045,0.008,37.0,19.0
19670,12.1,0.0,4.0,23.0,3.2,1008.6,1.0,34.8,0.002,0.2,0.045,0.008,30.0,17.0
19671,12.6,0.0,3.8,24.0,3.5,1008.2,1.0,32.9,0.002,0.2,0.045,0.009,34.0,12.0
19672,12.4,0.0,4.3,22.0,3.2,1008.2,1.0,26.2,0.002,0.2,0.045,0.01,29.0,19.0
19673,12.4,0.0,2.3,22.0,3.2,1008.5,1.0,15.1,0.002,0.2,0.043,0.012,29.0,11.0
19674,11.2,0.0,3.3,26.0,3.5,1008.9,1.0,12.2,0.003,0.2,0.041,0.014,33.0,15.0
19675,9.0,0.0,3.7,29.0,3.3,1009.7,0.5,9.5,0.002,0.2,0.04,0.013,27.0,21.0
19676,8.0,0.0,4.2,30.0,3.2,1010.2,0.0,8.0,0.002,0.2,0.039,0.011,37.0,14.0
19677,7.0,0.0,2.3,29.0,2.9,1011.4,0.0,6.8,0.002,0.2,0.037,0.011,22.0,15.0
19678,5.9,0.0,4.2,32.0,3.0,1012.1,0.0,5.9,0.002,0.2,0.038,0.01,21.0,12.0
19679,5.1,0.0,3.5,33.0,2.9,1012.7,0.0,5.0,0.002,0.3,0.038,0.009,16.0,12.0
19680,4.6,0.0,3.3,32.0,2.7,1012.5,0.0,4.1,0.002,0.2,0.038,0.01,22.0,9.0
19681,4.2,0.0,2.8,32.0,2.6,1012.7,0.0,3.6,0.004,0.2,0.04,0.008,20.0,9.0
19682,3.6,0.0,2.6,32.0,2.5,1012.9,0.0,3.1,0.003,0.2,0.039,0.008,21.0,8.0
19683,3.2,0.0,2.6,34.0,2.6,1012.7,0.0,3.0,0.003,0.3,0.038,0.01,18.0,11.0
19684,2.8,0.0,1.8,36.0,2.7,1013.1,0.0,2.2,0.004,1.0,0.036,0.011,18.0,11.0
19685,2.6,0.0,2.1,39.0,2.9,1013.3,0.0,1.9,0.004,0.4,0.035,0.013,35.0,28.0
19686,2.2,0.0,1.3,39.0,2.8,1013.3,0.0,1.4,0.004,0.6,0.026,0.027,27.0,19.0
19687,2.6,0.0,2.0,40.0,3.0,1014.3,0.2,1.9,0.005,0.7,0.02,0.037,39.0,21.0
19688,4.6,0.0,2.2,36.0,3.0,1014.9,1.0,5.3,0.008,0.5,0.026,0.031,43.0,24.0
19689,5.7,0.0,3.8,33.0,3.0,1014.9,1.0,10.9,0.006,0.4,0.031,0.026,44.0,22.0
19690,7.2,0.0,3.8,30.0,3.0,1014.8,1.0,19.9,0.004,0.3,0.036,0.02,45.0,21.0
19691,8.9,0.0,3.5,24.0,2.7,1014.2,1.0,27.6,0.007,0.4,0.034,0.022,49.0,24.0
19692,10.3,0.0,4.1,24.0,3.0,1013.7,1.0,32.8,0.004,0.3,0.039,0.016,50.0,26.0
19693,12.1,0.0,3.6,20.0,2.8,1012.8,1.0,35.4,0.003,0.3,0.041,0.017,33.0,22.0
19694,13.7,0.0,2.9,19.0,3.0,1012.0,1.0,34.7,0.003,0.3,0.041,0.018,32.0,14.0
19695,13.6,0.0,2.8,21.0,3.3,1011.6,1.0,30.4,0.005,0.4,0.037,0.024,31.0,16.0
19696,12.4,0.0,2.9,21.0,3.0,1011.5,0.8,20.7,0.005,0.4,0.033,0.032,44.0,21.0
19697,11.4,0.0,3.6,24.0,3.2,1011.5,0.0,15.9,0.004,0.3,0.039,0.026,56.0,32.0
19698,11.2,0.0,3.6,27.0,3.6,1011.8,0.6,12.7,0.004,0.3,0.038,0.027,71.0,33.0
19699,9.7,0.0,2.9,30.0,3.6,1012.1,0.4,9.6,0.004,0.4,0.027,0.034,61.0,32.0
19700,8.5,0.0,1.3,34.0,3.8,1012.5,0.0,7.7,0.005,0.4,0.022,0.035,60.0,29.0
19701,8.1,0.0,2.1,34.0,3.7,1013.1,0.0,7.3,0.005,0.4,0.024,0.035,52.0,32.0
19702,8.1,0.0,2.4,34.0,3.7,1013.2,0.0,7.7,0.005,0.4,0.029,0.03,64.0,41.0
19703,7.6,0.0,1.4,34.0,3.6,1013.5,0.0,6.2,0.005,0.3,0.036,0.022,74.0,45.0
19704,7.0,0.0,1.8,36.0,3.6,1013.6,0.0,5.7,0.003,0.3,0.037,0.02,41.0,23.0
19705,6.5,0.0,2.8,40.0,3.9,1013.6,0.0,5.2,0.003,0.4,0.038,0.018,44.0,30.0
19706,6.3,0.0,2.0,42.0,4.0,1013.5,0.0,5.3,0.005,0.6,0.037,0.018,46.0,25.0
19707,6.0,0.0,2.8,47.0,4.4,1013.2,0.0,4.3,0.005,0.5,0.036,0.019,35.0,21.0
19708,5.6,0.0,3.8,51.0,4.6,1013.5,0.0,4.3,0.004,0.4,0.034,0.019,48.0,32.0
19709,5.0,0.0,2.7,54.0,4.7,1013.3,0.0,3.4,0.003,0.3,0.031,0.021,37.0,25.0
19710,4.6,0.0,1.4,53.0,4.5,1014.2,0.0,3.2,0.003,0.3,0.024,0.031,28.0,19.0
19711,4.9,0.0,2.4,50.0,4.3,1014.8,0.4,3.2,0.003,0.4,0.017,0.042,37.0,17.0
19712,6.8,0.0,1.3,39.0,3.8,1014.9,1.0,6.6,0.005,0.4,0.027,0.032,45.0,28.0
19713,7.8,0.0,3.9,29.0,3.1,1014.9,1.0,12.2,0.006,0.6,0.031,0.026,45.0,24.0
19714,8.7,0.0,4.7,27.0,3.0,1014.9,1.0,21.3,0.004,0.5,0.036,0.02,47.0,23.0
19715,10.3,0.0,3.3,25.0,3.1,1014.4,1.0,29.7,0.004,0.4,0.039,0.018,40.0,15.0
19716,12.5,0.0,2.6,22.0,3.2,1013.8,1.0,35.3,0.004,0.3,0.042,0.017,29.0,15.0
19717,12.8,0.0,3.3,22.0,3.2,1013.2,1.0,37.8,0.004,0.2,0.044,0.016,28.0,20.0
19718,13.7,0.0,3.9,19.0,3.0,1012.1,1.0,37.5,0.004,0.2,0.044,0.018,27.0,14.0
19719,14.9,0.0,2.2,20.0,3.4,1010.9,1.0,35.6,0.004,0.3,0.051,0.015,34.0,19.0
19720,12.0,0.0,6.6,34.0,4.8,1010.8,1.0,26.1,0.004,0.3,0.054,0.014,32.0,19.0
19721,11.8,0.0,6.6,43.0,6.0,1010.7,1.0,15.6,0.004,0.4,0.054,0.016,34.0,19.0
19722,11.3,0.0,6.9,48.0,6.4,1010.7,1.0,12.8,0.005,0.4,0.057,0.022,36.0,22.0
19723,10.1,0.0,6.9,49.0,6.1,1010.9,0.4,10.6,0.004,0.4,0.046,0.025,44.0,25.0
19724,9.9,0.0,5.6,44.0,5.4,1011.4,0.0,9.2,0.004,0.3,0.045,0.018,30.0,25.0
19725,9.7,0.0,5.5,50.0,6.0,1012.1,0.0,8.6,0.005,0.3,0.032,0.031,28.0,20.0
19726,9.3,0.0,2.6,48.0,5.6,1012.9,0.0,7.5,0.005,1.0,0.024,0.036,52.0,37.0
19727,9.0,0.0,2.9,39.0,4.5,1013.8,0.0,6.9,0.004,0.4,0.038,0.019,54.0,38.0
19728,8.0,0.0,3.2,44.0,4.7,1014.1,0.0,6.1,0.004,0.4,0.039,0.015,32.0,27.0
19729,7.7,0.0,1.8,35.0,3.7,1014.2,0.0,5.3,0.004,0.4,0.037,0.017,30.0,20.0
19730,7.1,0.0,2.3,41.0,4.2,1014.5,0.0,4.9,0.004,0.4,0.034,0.017,29.0,24.0
19731,6.9,0.0,3.4,35.0,3.5,1014.7,0.0,4.2,0.004,0.4,0.031,0.019,35.0,23.0
19732,6.5,0.0,2.4,31.0,3.0,1015.0,0.0,3.8,0.004,0.4,0.036,0.016,32.0,22.0
19733,6.0,0.0,4.3,30.0,2.8,1015.3,0.0,3.5,0.004,0.3,0.03,0.023,33.0,21.0
19734,5.7,0.0,4.9,31.0,2.8,1015.7,0.0,3.6,0.004,0.3,0.016,0.043,33.0,25.0
19735,6.2,0.0,3.4,29.0,2.8,1016.0,0.4,4.2,0.006,0.5,0.009,0.058,44.0,24.0
19736,7.6,0.0,2.4,28.0,2.9,1016.0,1.0,7.3,0.006,0.6,0.019,0.044,71.0,43.0
19737,9.2,0.0,2.8,26.0,3.0,1016.1,1.0,13.6,0.005,0.3,0.03,0.032,50.0,25.0
19738,10.8,0.0,3.1,23.0,3.0,1016.1,1.0,23.6,0.005,0.3,0.038,0.024,44.0,23.0
19739,11.9,0.0,3.8,21.0,2.9,1015.8,1.0,30.6,0.007,0.2,0.042,0.021,44.0,23.0
19740,13.2,0.0,4.2,27.0,4.1,1015.2,1.0,35.8,0.005,0.3,0.047,0.016,34.0,16.0
19741,13.1,0.0,5.1,25.0,3.8,1014.8,1.0,36.8,0.004,0.3,0.047,0.019,36.0,18.0
19742,12.8,0.0,4.7,23.0,3.4,1013.8,1.0,36.5,0.004,0.3,0.051,0.016,35.0,19.0
19743,13.1,0.0,4.9,25.0,3.8,1013.2,1.0,33.8,0.004,0.3,0.053,0.015,42.0,21.0
19744,13.1,0.0,5.6,28.0,4.2,1012.7,1.0,27.4,0.005,0.3,0.061,0.016,38.0,16.0
19745,12.2,0.0,7.2,34.0,4.8,1012.0,1.0,15.1,0.006,0.4,0.064,0.019,44.0,23.0
19746,11.7,0.0,7.9,34.0,4.7,1011.7,1.0,12.8,0.004,0.4,0.052,0.019,39.0,22.0
19747,10.3,0.0,6.1,39.0,4.9,1011.7,0.5,10.3,0.004,0.3,0.05,0.017,35.0,17.0
19748,10.1,0.0,6.3,38.0,4.7,1011.9,0.0,9.2,0.004,0.3,0.043,0.023,36.0,17.0
19749,9.7,0.0,4.3,41.0,4.9,1012.1,0.0,8.3,0.005,0.3,0.04,0.025,37.0,20.0
19750,9.5,0.0,4.8,47.0,5.6,1012.1,0.0,7.7,0.003,0.3,0.042,0.022,40.0,21.0
19751,8.9,0.0,1.2,45.0,5.1,1012.8,0.0,6.5,0.004,0.4,0.036,0.025,38.0,22.0
19752,8.6,0.0,1.5,37.0,4.2,1012.4,0.0,6.1,0.005,0.4,0.035,0.024,36.0,18.0
19753,8.1,0.0,1.6,33.0,3.6,1012.3,0.0,5.6,0.005,0.3,0.038,0.022,44.0,31.0
19754,7.8,0.0,2.0,31.0,3.3,1011.7,0.0,5.5,0.006,0.3,0.036,0.024,52.0,35.0
19755,7.3,0.0,3.2,32.0,3.3,1011.7,0.0,5.0,0.003,0.3,0.041,0.016,63.0,40.0
19756,7.0,0.0,1.6,30.0,3.0,1011.8,0.0,4.5,0.004,0.3,0.037,0.02,64.0,45.0
19757,6.5,0.0,1.3,29.0,2.8,1011.9,0.0,3.8,0.004,0.3,0.033,0.025,64.0,48.0
19758,6.1,0.0,1.4,29.0,2.7,1011.7,0.0,3.6,0.004,0.3,0.028,0.033,41.0,29.0
19759,6.9,0.0,1.1,29.0,2.9,1012.1,0.4,4.2,0.004,0.4,0.027,0.038,51.0,30.0
19760,9.6,0.0,2.8,26.0,3.1,1012.2,1.0,7.9,0.004,0.3,0.029,0.037,52.0,33.0
19761,11.4,0.0,2.8,19.0,2.6,1012.0,1.0,14.5,0.007,0.3,0.032,0.036,58.0,36.0
19762,12.7,0.0,2.3,20.0,2.9,1011.6,1.0,24.9,0.007,0.4,0.038,0.034,65.0,32.0
19763,14.5,0.0,3.7,20.0,3.3,1011.1,1.0,32.8,0.006,0.3,0.045,0.027,73.0,36.0
19764,15.8,0.0,6.4,20.0,3.6,1010.2,1.0,37.0,0.004,0.3,0.055,0.019,56.0,26.0
19765,15.5,0.0,6.9,31.0,5.5,1009.3,1.0,38.9,0.006,0.4,0.055,0.022,51.0,24.0
19766,16.3,0.0,5.8,32.0,5.9,1008.2,1.0,38.4,0.007,0.4,0.058,0.022,54.0,29.0
19767,16.4,0.0,6.9,36.0,6.7,1007.4,1.0,35.1,0.005,0.4,0.066,0.017,54.0,34.0
19768,15.7,0.0,6.6,32.0,5.7,1006.6,1.0,28.5,0.004,0.4,0.065,0.017,49.0,25.0
19769,14.6,0.0,6.4,32.0,5.3,1005.9,1.0,17.3,0.004,0.3,0.063,0.019,59.0,21.0
19770,13.8,0.0,5.8,41.0,6.4,1005.6,1.0,14.9,0.004,0.3,0.058,0.02,43.0,28.0
19771,13.4,0.0,5.2,44.0,6.7,1005.7,0.1,12.6,0.005,0.3,0.054,0.019,51.0,30.0
19772,13.5,0.0,7.0,39.0,6.0,1006.2,0.0,11.6,0.003,0.3,0.055,0.016,49.0,28.0
19773,13.1,0.0,5.2,45.0,6.8,1006.6,0.0,11.2,0.004,0.3,0.056,0.013,45.0,20.0
19774,13.1,0.0,7.1,42.0,6.3,1006.4,0.0,10.7,0.005,0.3,0.05,0.016,41.0,22.0
19775,12.7,0.0,4.5,44.0,6.4,1006.2,0.0,10.4,0.011,0.3,0.032,0.033,34.0,18.0
19776,12.7,0.0,4.4,41.0,6.0,1005.5,0.0,10.4,0.006,0.3,0.05,0.012,45.0,24.0
19777,12.6,0.0,5.4,35.0,5.1,1005.2,0.0,9.8,0.004,0.2,0.054,0.008,30.0,16.0
19778,12.3,0.0,4.9,30.0,4.3,1004.2,0.0,9.6,0.004,0.3,0.054,0.009,28.0,13.0
19779,11.7,0.0,8.2,32.0,4.4,1003.0,0.0,9.4,0.007,0.3,0.048,0.014,24.0,19.0
19780,11.0,0.0,6.9,38.0,5.0,1003.0,0.0,9.2,0.008,0.3,0.042,0.018,26.0,23.0
19781,10.4,0.0,4.1,38.0,4.8,1002.7,0.0,7.8,0.008,0.3,0.041,0.02,22.0,16.0
19782,10.3,0.0,4.9,38.0,4.8,1002.6,0.0,7.2,0.007,0.4,0.033,0.031,35.0,18.0
19783,10.6,0.0,7.5,36.0,4.6,1002.7,0.3,8.3,0.006,0.4,0.042,0.027,46.0,26.0
19784,11.1,0.0,6.8,34.0,4.5,1002.4,1.0,10.7,0.008,0.3,0.04,0.033,59.0,26.0
19785,11.6,0.0,4.8,39.0,5.3,1002.6,0.6,14.2,0.008,0.4,0.048,0.025,56.0,28.0
19786,13.0,0.0,6.8,32.0,4.8,1001.9,1.0,23.5,0.007,0.4,0.053,0.02,39.0,25.0
19787,14.8,0.0,6.0,31.0,5.2,1001.5,1.0,31.7,0.006,0.4,0.056,0.02,39.0,27.0
19788,15.1,0.0,6.6,44.0,7.5,1000.6,1.0,35.8,0.006,0.4,0.058,0.021,40.0,29.0
19789,16.0,0.0,6.6,56.0,10.2,1000.2,1.0,37.9,0.0,0.0,0.0,0.0,49.0,31.0
19790,16.7,0.0,6.5,56.0,10.6,999.4,1.0,36.4,0.005,0.4,0.063,0.02,61.0,45.0
19791,16.7,0.0,6.4,62.0,11.7,998.8,1.0,33.2,0.005,0.4,0.062,0.02,75.0,44.0
19792,16.3,0.0,7.2,64.0,11.8,998.1,1.0,26.6,0.006,0.4,0.059,0.024,78.0,45.0
19793,17.7,0.0,7.2,55.0,11.1,998.2,1.0,20.2,0.005,0.5,0.059,0.026,85.0,54.0
19794,17.1,0.0,6.0,58.0,11.2,998.8,1.0,17.4,0.007,0.5,0.046,0.041,81.0,52.0
19795,15.8,0.0,5.8,63.0,11.2,999.3,0.2,14.6,0.009,0.5,0.045,0.037,95.0,59.0
19796,15.2,0.0,5.9,65.0,11.2,1000.1,0.0,13.3,0.007,0.5,0.05,0.028,102.0,72.0
19797,14.9,0.0,5.3,64.0,10.8,1000.7,0.0,12.4,0.005,0.5,0.048,0.025,104.0,70.0
19798,14.9,0.0,4.5,58.0,9.7,1000.9,0.0,11.7,0.01,0.4,0.035,0.036,116.0,73.0
19799,14.6,0.0,3.6,51.0,8.4,1001.4,0.0,10.8,0.008,0.4,0.039,0.024,110.0,55.0
19800,13.7,0.0,1.2,50.0,7.8,1002.1,0.0,9.4,0.011,0.4,0.024,0.037,90.0,47.0
