,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
15914,13.8,0.0,0.7,67.0,10.5,1009.4,0.0,12.8,0.004,0.8,0.031,0.025,63.0,44.0
15915,13.5,0.0,1.2,73.0,11.2,1008.6,0.0,12.8,0.004,0.8,0.031,0.024,52.0,37.0
15916,13.8,0.0,1.0,72.0,11.3,1008.0,0.0,12.9,0.004,0.7000000000000001,0.032,0.022,55.0,40.0
15917,13.5,0.0,1.4,80.0,12.4,1007.5,0.0,12.7,0.003,0.7000000000000001,0.028,0.023,52.0,29.0
15918,12.7,0.3,0.1,92.0,13.5,1006.9,0.0,12.7,0.003,0.7000000000000001,0.017,0.031,51.0,31.0
15919,12.7,0.3,0.6,99.0,14.5,1006.1,0.0,12.8,0.003,0.8,0.004,0.045,46.0,36.0
15920,13.1,0.0,0.0,99.0,14.9,1006.6,0.0,13.4,0.003,0.8,0.005,0.045,50.0,34.0
15921,13.7,0.0,0.0,98.0,15.3,1006.2,0.0,14.4,0.003,0.9,0.005,0.044,56.0,36.0
15922,14.1,0.0,0.6,97.0,15.6,1005.7,0.0,14.9,0.003,0.9,0.005,0.043,60.0,38.0
15923,14.3,0.2,0.8,98.0,15.9,1004.8,0.0,16.3,0.003,0.9,0.006,0.045,60.0,41.0
15924,14.1,0.6,1.1,99.0,15.9,1003.7,0.0,16.2,0.003,0.9,0.006,0.047,55.0,39.0
15925,14.4,0.3,0.7,99.0,16.2,1002.9,0.0,16.0,0.003,0.6,0.034,0.018,65.0,46.0
15926,14.9,2.5,1.4,99.0,16.7,1002.5,0.0,15.7,0.002,0.7000000000000001,0.016,0.033,33.0,23.0
15927,14.6,2.6,0.1,99.0,16.4,1002.3,0.0,15.5,0.002,0.7000000000000001,0.017,0.031,27.0,22.0
15928,14.7,0.0,1.7,99.0,16.5,1002.2,0.0,15.8,0.002,0.6,0.026,0.026,19.0,17.0
15929,15.4,0.0,1.8,99.0,17.3,1002.7,0.0,15.5,0.002,0.6,0.035,0.02,23.0,15.0
15930,14.1,0.0,1.5,88.0,14.1,1003.7,0.2,13.1,0.002,0.7000000000000001,0.029,0.026,17.0,17.0
15931,12.7,0.0,0.2,94.0,13.7,1004.2,0.0,11.3,0.002,0.8,0.01,0.04,33.0,15.0
15932,12.7,0.0,0.6,87.0,12.7,1004.5,0.0,10.3,0.002,0.8,0.01,0.034,42.0,18.0
15933,12.7,0.0,0.6,89.0,13.0,1004.9,0.0,11.2,0.002,0.7000000000000001,0.01,0.031,39.0,19.0
15934,12.8,0.1,1.5,90.0,13.2,1005.7,0.0,10.8,0.002,0.7000000000000001,0.014,0.033,46.0,15.0
15935,12.4,0.1,2.3,89.0,12.8,1006.3,0.0,11.0,0.002,0.5,0.029,0.013,49.0,22.0
15936,11.3,0.0,1.1,88.0,11.7,1006.6,0.0,10.2,0.002,0.5,0.031,0.009,42.0,15.0
15937,11.2,0.0,0.9,87.0,11.6,1006.8,0.0,10.0,0.002,0.5,0.029,0.01,35.0,16.0
15938,11.7,0.2,1.7,73.0,10.0,1007.1,0.0,9.7,0.002,0.5,0.031,0.007,42.0,17.0
15939,10.9,0.0,1.3,62.0,8.0,1007.2,0.0,8.1,0.002,0.5,0.029,0.008,43.0,13.0
15940,10.3,0.0,1.3,66.0,8.2,1007.1,0.0,7.5,0.002,0.5,0.025,0.01,37.0,12.0
15941,10.6,0.0,1.1,64.0,8.1,1007.3,0.0,8.3,0.002,0.6,0.009,0.021,39.0,11.0
15942,10.0,0.0,1.3,70.0,8.5,1007.3,0.0,8.0,0.002,0.6,0.005,0.025,33.0,14.0
15943,10.0,0.0,1.5,71.0,8.7,1007.6,0.0,7.8,0.002,0.6,0.004,0.028,35.0,16.0
15944,11.1,0.0,1.1,75.0,9.9,1008.2,0.2,9.4,0.002,0.6,0.014,0.023,36.0,19.0
15945,11.7,0.0,0.6,78.0,10.6,1009.1,0.3,11.2,0.002,0.5,0.024,0.014,30.0,15.0
15946,11.7,0.0,2.6,68.0,9.3,1009.5,0.8,14.1,0.002,0.5,0.029,0.01,28.0,10.0
15947,13.5,0.0,2.8,58.0,8.9,1009.1,0.9,18.6,0.002,0.5,0.03,0.011,22.0,7.0
15948,14.9,0.0,2.7,51.0,8.6,1008.4,0.6,20.0,0.002,0.5,0.033,0.009,29.0,8.0
15949,13.4,0.0,3.6,56.0,8.5,1008.5,0.4,17.8,0.002,0.5,0.032,0.01,36.0,11.0
15950,11.8,0.3,2.2,89.0,12.3,1008.3,0.3,17.3,0.002,0.5,0.032,0.01,27.0,10.0
15951,11.4,0.0,1.2,83.0,11.2,1008.5,0.5,16.4,0.002,0.5,0.03,0.013,26.0,10.0
15952,12.8,0.0,2.4,69.0,10.2,1008.1,0.8,17.3,0.002,0.5,0.03,0.013,23.0,11.0
15953,11.0,0.1,1.2,82.0,10.7,1008.5,0.3,13.8,0.002,0.5,0.024,0.019,26.0,10.0
15954,10.4,0.0,0.7,86.0,10.8,1008.6,0.0,11.6,0.002,0.6,0.017,0.025,21.0,11.0
15955,10.1,0.0,0.9,81.0,9.9,1009.0,0.0,9.9,0.002,0.6,0.019,0.022,28.0,12.0
15956,10.1,0.0,0.5,80.0,9.8,1009.0,0.0,9.6,0.002,0.6,0.023,0.019,24.0,10.0
15957,9.6,0.0,0.2,85.0,10.1,1009.0,0.0,8.7,0.002,0.7000000000000001,0.011,0.028,29.0,12.0
15958,9.7,0.0,0.4,87.0,10.4,1009.2,0.0,8.8,0.002,0.7000000000000001,0.006,0.03,37.0,11.0
15959,9.7,0.0,0.5,86.0,10.3,1009.4,0.0,8.8,0.002,0.6,0.007,0.024,32.0,10.0
15960,9.2,0.0,0.9,89.0,10.3,1009.2,0.0,7.6,0.002,0.6,0.012,0.018,31.0,11.0
15961,9.6,0.0,1.2,90.0,10.7,1008.8,0.0,8.7,0.002,0.6,0.017,0.014,23.0,10.0
15962,9.8,0.0,1.5,84.0,10.2,1008.4,0.0,8.9,0.002,0.5,0.02,0.011,17.0,11.0
15963,9.1,0.0,1.0,80.0,9.2,1007.9,0.0,8.4,0.002,0.6,0.022,0.009,22.0,8.0
15964,8.5,0.0,0.9,86.0,9.5,1007.2,0.0,7.2,0.002,0.6,0.021,0.009,23.0,10.0
15965,8.0,0.0,1.2,87.0,9.3,1006.6,0.0,6.4,0.002,0.5,0.023,0.009,16.0,12.0
15966,8.5,0.0,0.4,84.0,9.3,1006.8,0.0,6.4,0.002,0.6,0.017,0.014,20.0,9.0
15967,7.7,0.0,0.8,96.0,10.0,1006.6,0.0,6.0,0.002,0.6,0.017,0.016,22.0,11.0
15968,9.0,0.0,0.0,84.0,9.6,1006.8,0.5,6.6,0.002,0.6,0.017,0.019,23.0,13.0
15969,11.0,0.0,0.9,74.0,9.7,1006.6,0.8,9.9,0.002,0.6,0.025,0.014,26.0,11.0
15970,13.9,0.0,2.5,64.0,10.1,1006.0,0.9,16.0,0.003,0.6,0.035,0.009,27.0,10.0
15971,16.0,0.0,3.1,58.0,10.5,1005.0,1.0,20.3,0.003,0.6,0.043,0.008,37.0,11.0
15972,17.5,0.0,4.6,48.0,9.5,1003.9,0.9,21.0,0.004,0.6,0.048,0.008,57.0,21.0
15973,17.9,0.0,4.4,49.0,10.0,1002.8,0.8,20.6,0.004,0.6,0.052,0.008,50.0,17.0
15974,18.7,0.0,4.9,49.0,10.5,1001.4,0.9,21.3,0.004,0.6,0.055,0.008,54.0,17.0
15975,18.6,0.0,5.6,50.0,10.6,1001.1,0.9,20.2,0.004,0.6,0.057,0.008,64.0,18.0
15976,18.1,0.0,5.5,49.0,10.2,1000.9,1.0,18.2,0.004,0.6,0.056,0.009,57.0,21.0
15977,17.1,0.0,4.9,54.0,10.5,1001.0,1.0,15.0,0.004,0.6,0.058,0.01,66.0,20.0
15978,16.3,0.0,4.6,62.0,11.4,1000.8,0.0,13.4,0.003,0.6,0.055,0.012,69.0,26.0
15979,14.0,0.0,2.9,74.0,11.8,1002.0,0.0,13.1,0.003,0.7000000000000001,0.045,0.016,66.0,25.0
15980,13.1,0.7,0.0,95.0,14.3,1002.4,0.0,12.8,0.003,0.8,0.026,0.027,41.0,28.0
15981,12.8,0.0,0.5,97.0,14.3,1002.9,0.0,11.1,0.003,0.8,0.019,0.031,48.0,34.0
15982,12.4,0.0,3.8,94.0,13.5,1004.0,0.0,10.6,0.003,0.6,0.028,0.02,48.0,30.0
15983,12.2,0.0,0.5,83.0,11.7,1004.9,0.0,11.1,0.002,0.6,0.03,0.013,38.0,26.0
15984,11.5,0.0,0.1,86.0,11.6,1004.8,0.0,10.7,0.002,0.6,0.025,0.015,27.0,13.0
15985,11.2,0.0,1.0,87.0,11.6,1004.9,0.0,8.8,0.002,0.5,0.028,0.008,26.0,13.0
15986,10.5,0.0,0.8,92.0,11.6,1004.8,0.0,8.0,0.002,0.5,0.027,0.007,27.0,12.0
15987,9.9,0.0,0.9,93.0,11.3,1004.8,0.0,7.4,0.002,0.5,0.024,0.007,22.0,8.0
15988,9.3,0.0,0.1,98.0,11.4,1004.5,0.0,7.0,0.002,0.5,0.02,0.009,20.0,11.0
15989,9.3,0.0,0.8,99.0,11.6,1004.9,0.0,7.8,0.002,0.6,0.013,0.016,22.0,10.0
15990,8.8,0.1,0.5,99.0,11.2,1005.2,0.0,7.8,0.002,0.6,0.007,0.024,22.0,11.0
15991,9.3,0.0,0.2,99.0,11.6,1005.5,0.0,8.1,0.002,0.7000000000000001,0.006,0.027,23.0,11.0
15992,9.9,0.0,0.3,99.0,12.0,1005.8,0.5,8.5,0.002,0.7000000000000001,0.008,0.028,22.0,10.0
15993,11.5,0.0,0.2,88.0,11.9,1006.2,0.9,12.0,0.003,0.7000000000000001,0.011,0.03,36.0,12.0
15994,12.9,0.0,0.2,85.0,12.6,1006.0,0.6,14.9,0.003,0.7000000000000001,0.016,0.03,41.0,15.0
15995,13.9,0.0,0.9,80.0,12.6,1005.9,0.5,17.3,0.003,0.6,0.028,0.017,41.0,17.0
15996,16.3,0.0,1.2,75.0,13.8,1005.2,0.6,21.9,0.003,0.6,0.033,0.015,37.0,19.0
15997,16.1,0.0,3.2,66.0,12.0,1004.7,0.3,18.1,0.003,0.6,0.038,0.017,42.0,18.0
15998,17.9,0.0,4.0,55.0,11.2,1004.2,0.3,18.3,0.003,0.6,0.044,0.012,49.0,23.0
15999,16.9,0.0,2.8,61.0,11.7,1005.3,0.8,19.5,0.002,0.6,0.04,0.011,45.0,15.0
16000,15.6,0.0,1.8,60.0,10.6,1006.3,1.0,18.4,0.002,0.6,0.037,0.013,27.0,12.0
16001,14.4,0.0,1.2,58.0,9.5,1006.7,1.0,14.4,0.003,0.6,0.034,0.018,27.0,10.0
16002,13.5,0.0,1.0,60.0,9.2,1006.9,0.4,12.2,0.003,0.6,0.03,0.021,27.0,16.0
16003,12.5,0.0,1.3,72.0,10.4,1007.9,0.0,10.6,0.002,0.6,0.026,0.021,28.0,14.0
16004,11.4,0.0,0.5,80.0,10.7,1008.7,0.0,9.4,0.002,0.6,0.027,0.019,27.0,17.0
16005,10.6,0.0,0.5,82.0,10.4,1008.9,0.0,8.4,0.002,0.7000000000000001,0.017,0.028,25.0,14.0
16006,11.1,0.0,0.0,80.0,10.5,1009.4,0.0,9.3,0.002,0.6,0.02,0.024,31.0,21.0
16007,10.1,0.0,0.2,81.0,9.9,1009.8,0.0,8.1,0.002,0.6,0.026,0.015,27.0,13.0
16008,10.1,0.0,0.4,84.0,10.4,1009.9,0.0,7.8,0.002,0.6,0.028,0.011,23.0,11.0
16009,10.5,0.0,1.5,76.0,9.6,1010.1,0.0,8.8,0.002,0.5,0.033,0.006,26.0,11.0
16010,10.2,0.0,1.9,69.0,8.5,1010.5,0.0,8.6,0.003,0.5,0.032,0.006,27.0,11.0
16011,9.8,0.0,1.3,68.0,8.2,1010.8,0.0,7.7,0.002,0.5,0.031,0.005,25.0,8.0
16012,9.5,0.0,1.3,68.0,8.0,1010.7,0.0,8.0,0.002,0.5,0.029,0.006,22.0,9.0
16013,8.8,0.0,1.6,68.0,7.7,1011.2,0.0,7.6,0.003,0.5,0.027,0.009,23.0,12.0
16014,8.1,0.0,2.7,73.0,7.8,1011.8,0.0,7.8,0.003,0.5,0.026,0.007,26.0,13.0
16015,7.9,0.0,3.2,68.0,7.2,1012.4,0.0,7.7,0.003,0.6,0.02,0.011,29.0,13.0
16016,8.0,0.0,3.6,62.0,6.6,1013.1,0.0,7.9,0.003,0.6,0.02,0.011,27.0,12.0
16017,8.8,0.0,3.7,59.0,6.7,1013.6,0.3,9.3,0.003,0.6,0.022,0.009,35.0,14.0
16018,10.5,0.0,3.0,56.0,7.1,1013.4,1.0,15.0,0.003,0.6,0.023,0.008,28.0,13.0
16019,11.3,0.0,1.4,53.0,7.1,1013.4,1.0,18.9,0.003,0.6,0.025,0.009,32.0,13.0
16020,12.4,0.0,2.1,48.0,6.9,1013.1,1.0,21.2,0.002,0.6,0.03,0.009,30.0,15.0
16021,12.8,0.0,2.0,47.0,6.9,1012.6,1.0,22.2,0.003,0.0,0.031,0.009,35.0,13.0
16022,12.4,0.0,2.7,48.0,6.9,1012.3,0.9,19.8,0.002,0.0,0.03,0.01,32.0,14.0
16023,12.3,0.0,2.6,46.0,6.5,1012.2,0.7,17.4,0.002,0.5,0.029,0.013,33.0,17.0
16024,12.6,0.0,1.7,48.0,7.0,1012.6,0.7,16.2,0.003,0.5,0.03,0.012,30.0,17.0
16025,11.7,0.0,1.9,49.0,6.7,1012.8,1.0,12.0,0.003,0.5,0.029,0.013,29.0,17.0
16026,10.4,0.0,1.4,55.0,6.9,1013.3,0.5,9.2,0.003,0.6,0.017,0.026,32.0,16.0
16027,9.4,0.0,1.8,60.0,7.1,1013.8,0.0,7.8,0.003,0.5,0.017,0.025,34.0,18.0
16028,8.7,0.0,1.0,68.0,7.6,1014.5,0.0,6.8,0.003,0.6,0.016,0.024,26.0,17.0
16029,8.7,0.0,0.5,67.0,7.5,1015.3,0.0,6.2,0.003,0.6,0.006,0.033,25.0,16.0
16030,7.6,0.0,1.7,72.0,7.5,1015.1,0.0,5.8,0.003,0.7000000000000001,0.004,0.034,28.0,17.0
16031,8.2,0.0,0.0,75.0,8.1,1015.7,0.0,5.4,0.002,0.6,0.007,0.026,27.0,19.0
16032,7.2,0.0,0.6,83.0,8.4,1015.6,0.0,5.0,0.002,0.6,0.008,0.022,22.0,11.0
16033,6.8,0.0,0.6,88.0,8.7,1015.4,0.0,5.0,0.002,0.5,0.01,0.018,24.0,13.0
16034,6.5,0.0,0.7,91.0,8.8,1014.9,0.0,4.7,0.002,0.5,0.011,0.017,22.0,16.0
16035,5.8,0.0,0.9,92.0,8.4,1014.8,0.0,4.6,0.002,0.5,0.008,0.019,24.0,16.0
16036,5.8,0.0,0.5,92.0,8.4,1014.4,0.0,4.7,0.002,0.6,0.005,0.019,23.0,13.0
16037,6.2,0.0,0.0,91.0,8.6,1014.0,0.0,5.6,0.002,0.5,0.005,0.02,23.0,15.0
16038,6.2,0.0,0.0,92.0,8.7,1014.2,0.0,6.3,0.003,0.6,0.003,0.029,20.0,15.0
16039,5.9,0.0,0.1,94.0,8.7,1014.2,0.0,5.1,0.003,0.7000000000000001,0.003,0.025,28.0,16.0
16040,6.1,0.0,0.0,92.0,8.6,1014.4,0.5,5.1,0.003,0.7000000000000001,0.005,0.027,26.0,19.0
16041,8.6,0.0,0.2,83.0,9.2,1015.1,1.0,8.3,0.003,0.8,0.007,0.032,30.0,20.0
16042,10.6,0.0,1.1,69.0,8.8,1015.2,1.0,15.8,0.003,0.8,0.01,0.038,55.0,26.0
16043,12.0,0.0,0.8,64.0,8.9,1015.0,0.9,18.5,0.003,0.6,0.02,0.031,46.0,30.0
16044,12.6,0.0,1.2,61.0,8.8,1014.9,0.3,18.7,0.003,0.5,0.021,0.021,39.0,25.0
16045,12.8,0.0,1.7,65.0,9.5,1014.6,0.3,19.2,0.002,0.5,0.028,0.013,36.0,20.0
16046,14.7,0.0,1.4,52.0,8.7,1014.1,0.9,22.8,0.002,0.5,0.032,0.013,29.0,19.0
16047,13.7,0.0,2.1,54.0,8.4,1014.1,1.0,21.2,0.003,0.5,0.033,0.013,28.0,18.0
16048,12.7,0.0,1.9,54.0,7.9,1014.6,0.8,17.2,0.003,0.5,0.032,0.014,33.0,19.0
16049,11.8,0.0,1.7,56.0,7.7,1014.7,0.9,12.9,0.003,0.5,0.03,0.015,30.0,22.0
16050,10.2,0.0,2.3,61.0,7.6,1014.8,0.3,9.9,0.003,0.6,0.025,0.021,29.0,18.0
16051,9.4,0.0,2.0,63.0,7.4,1015.4,0.0,8.0,0.003,0.6,0.023,0.024,34.0,22.0
16052,8.3,0.0,1.7,69.0,7.5,1015.9,0.0,6.8,0.003,0.7000000000000001,0.017,0.028,35.0,24.0
16053,7.9,0.0,1.1,73.0,7.7,1016.1,0.0,5.8,0.003,0.6,0.021,0.022,36.0,21.0
16054,7.5,0.0,1.1,76.0,7.8,1016.3,0.0,5.2,0.003,0.6,0.029,0.015,34.0,19.0
16055,7.1,0.0,0.9,78.0,7.8,1016.1,0.0,4.7,0.003,0.5,0.033,0.01,33.0,21.0
16056,7.0,0.0,0.6,82.0,8.2,1016.1,0.0,4.3,0.003,0.6,0.019,0.023,27.0,14.0
16057,6.3,0.0,0.2,87.0,8.2,1016.0,0.0,3.9,0.003,0.8,0.002,0.035,27.0,23.0
16058,5.3,0.0,0.6,92.0,8.1,1016.0,0.0,3.5,0.003,0.8,0.002,0.032,36.0,22.0
16059,4.7,0.0,0.6,94.0,8.0,1015.8,0.0,3.0,0.003,0.8,0.002,0.028,31.0,25.0
16060,4.3,0.0,0.6,96.0,8.0,1015.9,0.0,2.6,0.002,0.8,0.002,0.026,30.0,22.0
16061,4.4,0.0,0.2,95.0,7.9,1016.4,0.0,2.3,0.002,0.7000000000000001,0.002,0.025,31.0,22.0
16062,4.0,0.0,0.6,97.0,7.8,1016.8,0.0,2.0,0.003,0.8,0.002,0.043,27.0,20.0
16063,4.0,0.0,0.0,97.0,7.8,1017.3,0.0,1.8,0.003,0.9,0.002,0.03,33.0,26.0
16064,4.8,0.0,0.0,96.0,8.2,1018.2,0.5,2.5,0.003,0.9,0.004,0.034,38.0,27.0
16065,7.3,0.0,0.4,80.0,8.1,1018.6,1.0,7.0,0.004,0.7000000000000001,0.015,0.028,54.0,28.0
16066,10.7,0.0,2.1,56.0,7.2,1018.4,1.0,14.0,0.005,0.6,0.032,0.011,45.0,24.0
16067,11.6,0.0,1.6,49.0,6.7,1018.3,1.0,18.4,0.004,0.5,0.032,0.012,34.0,23.0
16068,12.8,0.0,1.6,45.0,6.6,1018.0,1.0,22.1,0.004,0.6,0.033,0.012,40.0,21.0
16069,14.8,0.0,1.1,40.0,6.7,1017.1,1.0,24.7,0.0,0.0,0.0,0.0,32.0,19.0
16070,15.7,0.0,1.7,34.0,6.1,1016.8,1.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0
16071,15.5,0.0,1.5,33.0,5.8,1017.0,1.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0
16072,15.5,0.0,1.5,34.0,6.0,1017.0,1.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0
16073,14.5,0.0,1.0,38.0,6.2,1017.1,1.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0
16074,12.5,0.0,1.0,49.0,7.1,1017.8,0.5,11.3,0.0,0.0,0.0,0.0,0.0,0.0
16075,11.3,0.0,0.5,59.0,7.8,1018.3,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0
16076,10.3,0.0,0.8,62.0,7.7,1018.6,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
16077,9.7,0.0,0.8,67.0,8.0,1018.9,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
16078,9.3,0.0,0.0,71.0,8.3,1019.4,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0
16079,8.4,0.0,0.0,78.0,8.5,1019.7,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
16080,7.9,0.0,0.3,79.0,8.4,1019.4,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
16081,7.3,0.0,1.1,88.0,9.0,1019.5,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0
16082,6.6,0.0,0.6,89.0,8.7,1019.8,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
16083,5.9,0.0,0.0,94.0,8.7,1020.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
16084,6.0,0.0,1.0,93.0,8.7,1019.4,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
16085,5.3,0.0,0.0,97.0,8.6,1019.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
16086,4.9,0.0,0.7,96.0,8.3,1019.9,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0
16087,4.8,0.0,0.7,97.0,8.3,1019.8,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
16088,5.6,0.0,0.7,96.0,8.7,1020.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
16089,10.2,0.0,0.9,70.0,8.7,1020.0,1.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0
16090,12.8,0.0,2.0,49.0,7.2,1020.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
16091,14.8,0.0,1.7,42.0,7.0,1019.9,1.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0
16092,16.3,0.0,1.5,45.0,8.3,1019.4,1.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0
16093,17.4,0.0,2.0,39.0,7.7,1018.5,1.0,26.4,0.0,0.0,0.0,0.0,52.0,31.0
16094,18.6,0.0,1.5,37.0,7.9,1017.8,1.0,26.8,0.003,0.5,0.043,0.018,41.0,24.0
16095,18.7,0.0,1.2,26.0,5.6,1017.4,1.0,25.7,0.003,0.5,0.044,0.018,29.0,19.0
16096,18.1,0.0,0.9,26.0,5.4,1017.3,1.0,22.5,0.003,0.5,0.037,0.026,30.0,15.0
16097,17.5,0.0,0.4,29.0,5.8,1017.2,1.0,17.1,0.003,0.6,0.02,0.045,25.0,16.0
16098,14.7,0.0,0.7,52.0,8.7,1017.7,0.4,13.4,0.003,0.7000000000000001,0.016,0.045,38.0,22.0
16099,13.0,0.0,1.0,58.0,8.7,1018.5,0.0,11.0,0.003,0.7000000000000001,0.011,0.044,44.0,28.0
16100,12.2,0.0,1.6,65.0,9.2,1018.9,0.0,9.4,0.003,0.7000000000000001,0.02,0.034,38.0,26.0
16101,11.2,0.0,0.9,70.0,9.3,1019.2,0.0,8.3,0.003,0.7000000000000001,0.018,0.034,47.0,28.0
16102,10.2,0.0,0.6,74.0,9.2,1019.5,0.0,7.5,0.003,0.7000000000000001,0.011,0.039,45.0,35.0
16103,10.0,0.0,0.3,77.0,9.4,1019.4,0.0,6.8,0.003,0.7000000000000001,0.01,0.038,46.0,33.0
16104,9.2,0.0,0.0,83.0,9.6,1019.0,0.0,6.2,0.003,0.7000000000000001,0.019,0.026,46.0,31.0
16105,8.7,0.0,0.2,85.0,9.5,1018.5,0.0,5.6,0.003,0.7000000000000001,0.022,0.02,45.0,31.0
16106,7.5,0.0,0.0,91.0,9.4,1018.8,0.0,5.0,0.003,0.7000000000000001,0.023,0.018,46.0,33.0
16107,7.0,0.0,0.3,93.0,9.3,1018.8,0.0,4.5,0.002,0.7000000000000001,0.016,0.021,42.0,34.0
16108,6.8,0.0,0.0,93.0,9.2,1018.3,0.0,4.2,0.002,0.6,0.015,0.02,41.0,31.0
16109,6.8,0.0,0.9,92.0,9.0,1018.0,0.0,3.8,0.002,0.7000000000000001,0.007,0.027,43.0,31.0
16110,5.9,0.0,0.8,95.0,8.8,1018.2,0.0,3.3,0.002,0.7000000000000001,0.004,0.033,41.0,33.0
16111,5.2,0.0,0.0,97.0,8.5,1018.6,0.0,2.9,0.003,0.7000000000000001,0.003,0.036,40.0,30.0
16112,6.2,0.0,0.0,93.0,8.8,1018.8,0.4,3.8,0.003,0.8,0.007,0.037,48.0,30.0
16113,9.0,0.0,0.1,79.0,9.0,1018.8,1.0,8.8,0.004,0.9,0.009,0.04,55.0,36.0
16114,11.2,0.0,0.9,69.0,9.2,1018.6,1.0,14.9,0.003,0.8,0.014,0.039,70.0,45.0
16115,14.4,0.0,0.8,56.0,9.2,1018.1,1.0,20.6,0.003,0.7000000000000001,0.022,0.04,74.0,42.0
16116,16.9,0.0,0.9,43.0,8.2,1017.3,1.0,24.4,0.003,0.6,0.038,0.029,61.0,43.0
16117,17.5,0.0,0.7,34.0,6.8,1016.3,1.0,26.0,0.003,0.6,0.043,0.028,43.0,30.0
16118,18.3,0.0,1.2,33.0,6.9,1015.2,1.0,26.2,0.003,0.6,0.044,0.028,45.0,34.0
16119,18.6,0.0,1.0,35.0,7.5,1014.5,1.0,23.6,0.003,0.6,0.044,0.031,50.0,31.0
16120,17.9,0.0,0.9,34.0,6.9,1015.0,0.9,20.8,0.003,0.6,0.042,0.033,49.0,32.0
16121,16.9,0.0,0.4,38.0,7.3,1014.6,0.3,16.9,0.003,0.7000000000000001,0.024,0.045,44.0,35.0
16122,15.5,0.0,0.7,46.0,8.1,1014.8,0.0,13.8,0.003,0.7000000000000001,0.017,0.045,42.0,32.0
16123,13.9,0.0,0.4,51.0,8.1,1015.5,0.0,11.2,0.003,0.7000000000000001,0.013,0.046,38.0,30.0
16124,12.1,0.0,1.1,62.0,8.7,1015.6,0.0,9.5,0.003,0.6,0.017,0.04,39.0,32.0
16125,11.6,0.0,1.1,63.0,8.5,1016.0,0.0,8.4,0.002,0.7000000000000001,0.014,0.039,45.0,31.0
16126,10.5,0.0,1.2,67.0,8.5,1016.1,0.0,7.6,0.002,0.7000000000000001,0.017,0.035,50.0,38.0
16127,10.7,0.0,0.8,68.0,8.7,1015.7,0.0,7.1,0.002,0.7000000000000001,0.012,0.036,46.0,33.0
16128,9.5,0.0,0.0,77.0,9.1,1015.3,0.0,6.3,0.002,0.7000000000000001,0.015,0.03,44.0,34.0
16129,8.7,0.0,0.4,85.0,9.5,1015.4,0.0,5.9,0.002,0.7000000000000001,0.017,0.026,43.0,36.0
16130,8.5,0.0,0.1,84.0,9.3,1015.3,0.0,6.0,0.002,0.6,0.02,0.022,41.0,34.0
16131,8.0,0.0,0.1,88.0,9.4,1015.0,0.0,5.5,0.002,0.7000000000000001,0.016,0.024,43.0,34.0
16132,7.2,0.0,0.6,91.0,9.2,1014.2,0.0,4.8,0.002,0.7000000000000001,0.014,0.024,44.0,36.0
16133,6.5,0.0,0.2,95.0,9.2,1014.1,0.0,4.1,0.002,0.6,0.014,0.025,44.0,38.0
16134,6.1,0.0,0.6,94.0,8.8,1014.1,0.0,3.6,0.002,0.7000000000000001,0.006,0.033,47.0,35.0
16135,5.8,0.0,0.5,96.0,8.8,1014.9,0.0,3.2,0.003,0.7000000000000001,0.007,0.034,48.0,40.0
16136,6.4,0.0,0.0,92.0,8.8,1015.1,0.4,4.0,0.003,0.7000000000000001,0.012,0.032,48.0,42.0
16137,8.7,0.0,0.1,80.0,9.0,1015.1,1.0,8.7,0.003,0.8,0.015,0.037,59.0,42.0
16138,10.4,0.0,0.8,71.0,8.9,1015.2,1.0,14.7,0.003,0.8,0.017,0.041,65.0,48.0
16139,13.4,0.0,0.6,57.0,8.7,1014.8,1.0,20.1,0.003,0.7000000000000001,0.029,0.037,72.0,56.0
16140,16.5,0.0,1.3,44.0,8.2,1014.3,1.0,24.4,0.003,0.6,0.058,0.02,69.0,58.0
